,contactID,actionID,emailID,timestamp,linkID
0,,,e_b02fa,2012-01-08 00:00:00,
1,c_deb40,0.0,e_b02fa,2012-01-08 00:00:00,
2,c_4def7,0.0,e_b02fa,2012-01-08 00:00:00,
3,c_cf50c,0.0,e_b02fa,2012-01-08 00:00:00,
4,c_ad46e,0.0,e_b02fa,2012-01-08 00:00:00,
5,c_cfb08,0.0,e_b02fa,2012-01-08 00:00:00,
6,c_deb40,2.0,e_b02fa,2012-01-08 00:02:00,v_628f1
7,c_deb40,2.0,e_b02fa,2012-01-08 00:01:00,v_23f76
8,c_deb40,2.0,e_b02fa,2012-01-08 00:02:00,v_23f76
9,c_deb40,2.0,e_b02fa,2012-01-08 00:03:00,v_f240a
10,c_deb40,2.0,e_b02fa,2012-01-08 00:00:00,v_628f1
11,c_deb40,2.0,e_b02fa,2012-01-08 00:02:00,v_6f23c
12,c_deb40,2.0,e_b02fa,2012-01-08 00:02:00,v_628f1
13,c_4def7,2.0,e_b02fa,2012-01-08 00:01:00,v_f240a
14,c_4def7,2.0,e_b02fa,2012-01-08 00:03:00,v_f240a
15,c_4def7,2.0,e_b02fa,2012-01-08 00:02:00,v_f240a
16,c_4def7,2.0,e_b02fa,2012-01-08 00:03:00,v_23f76
17,c_4def7,2.0,e_b02fa,2012-01-08 00:03:00,v_628f1
18,c_4def7,2.0,e_b02fa,2012-01-08 00:01:00,v_628f1
19,c_4def7,2.0,e_b02fa,2012-01-08 00:05:00,v_f240a
20,c_4def7,2.0,e_b02fa,2012-01-08 00:08:00,v_628f1
21,c_4def7,2.0,e_b02fa,2012-01-08 00:02:00,v_628f1
22,c_cf50c,2.0,e_b02fa,2012-01-08 00:06:00,v_628f1
23,c_cf50c,2.0,e_b02fa,2012-01-08 00:04:00,v_f240a
24,c_cf50c,2.0,e_b02fa,2012-01-08 00:05:00,v_23f76
25,c_cf50c,2.0,e_b02fa,2012-01-08 00:01:00,v_6f23c
26,c_cf50c,2.0,e_b02fa,2012-01-08 00:02:00,v_23f76
27,c_ad46e,2.0,e_b02fa,2012-01-08 00:03:00,v_f240a
28,c_ad46e,2.0,e_b02fa,2012-01-08 00:01:00,v_f240a
29,c_ad46e,2.0,e_b02fa,2012-01-08 00:06:00,v_628f1
30,c_ad46e,2.0,e_b02fa,2012-01-08 00:05:00,v_f240a
31,c_ad46e,2.0,e_b02fa,2012-01-08 00:04:00,v_af5c7
32,c_ad46e,2.0,e_b02fa,2012-01-08 00:02:00,v_af5c7
33,c_ad46e,2.0,e_b02fa,2012-01-08 00:01:00,v_23f76
34,c_ad46e,2.0,e_b02fa,2012-01-08 00:04:00,v_6f23c
35,c_ad46e,2.0,e_b02fa,2012-01-08 00:04:00,v_f240a
36,c_cfb08,2.0,e_b02fa,2012-01-08 00:01:00,v_628f1
37,c_cfb08,2.0,e_b02fa,2012-01-08 00:05:00,v_628f1
38,c_cfb08,2.0,e_b02fa,2012-01-08 00:05:00,v_23f76
39,c_cfb08,2.0,e_b02fa,2012-01-08 00:03:00,v_23f76
40,c_cfb08,2.0,e_b02fa,2012-01-08 00:02:00,v_f240a
41,,,e_9d397,2012-01-15 00:00:00,
