,contactID,actionID,emailID,timestamp,linkID
0,,,e_1c0f4,2012-01-08 00:00:00,
1,c_dd5ee,0.0,e_1c0f4,2012-01-08 00:00:00,
2,c_24984,0.0,e_1c0f4,2012-01-08 00:00:00,
3,c_c6551,0.0,e_1c0f4,2012-01-08 00:00:00,
4,c_fa59c,0.0,e_1c0f4,2012-01-08 00:00:00,
5,c_8b247,0.0,e_1c0f4,2012-01-08 00:00:00,
6,c_dd5ee,2.0,e_1c0f4,2012-01-08 00:02:00,v_904d5
7,c_dd5ee,2.0,e_1c0f4,2012-01-08 00:01:00,v_a5148
8,c_dd5ee,2.0,e_1c0f4,2012-01-08 00:02:00,v_a5148
9,c_dd5ee,2.0,e_1c0f4,2012-01-08 00:03:00,v_e6957
10,c_dd5ee,2.0,e_1c0f4,2012-01-08 00:00:00,v_904d5
11,c_dd5ee,2.0,e_1c0f4,2012-01-08 00:02:00,v_dea2f
12,c_dd5ee,2.0,e_1c0f4,2012-01-08 00:02:00,v_904d5
13,c_24984,2.0,e_1c0f4,2012-01-08 00:01:00,v_e6957
14,c_24984,2.0,e_1c0f4,2012-01-08 00:03:00,v_e6957
15,c_24984,2.0,e_1c0f4,2012-01-08 00:02:00,v_e6957
16,c_24984,2.0,e_1c0f4,2012-01-08 00:03:00,v_a5148
17,c_24984,2.0,e_1c0f4,2012-01-08 00:03:00,v_904d5
18,c_24984,2.0,e_1c0f4,2012-01-08 00:01:00,v_904d5
19,c_24984,2.0,e_1c0f4,2012-01-08 00:05:00,v_e6957
20,c_24984,2.0,e_1c0f4,2012-01-08 00:08:00,v_904d5
21,c_24984,2.0,e_1c0f4,2012-01-08 00:02:00,v_904d5
22,c_c6551,2.0,e_1c0f4,2012-01-08 00:06:00,v_904d5
23,c_c6551,2.0,e_1c0f4,2012-01-08 00:04:00,v_e6957
24,c_c6551,2.0,e_1c0f4,2012-01-08 00:05:00,v_a5148
25,c_c6551,2.0,e_1c0f4,2012-01-08 00:01:00,v_dea2f
26,c_c6551,2.0,e_1c0f4,2012-01-08 00:02:00,v_a5148
27,c_fa59c,2.0,e_1c0f4,2012-01-08 00:03:00,v_e6957
28,c_fa59c,2.0,e_1c0f4,2012-01-08 00:01:00,v_e6957
29,c_fa59c,2.0,e_1c0f4,2012-01-08 00:06:00,v_904d5
30,c_fa59c,2.0,e_1c0f4,2012-01-08 00:05:00,v_e6957
31,c_fa59c,2.0,e_1c0f4,2012-01-08 00:04:00,v_c4693
32,c_fa59c,2.0,e_1c0f4,2012-01-08 00:02:00,v_c4693
33,c_fa59c,2.0,e_1c0f4,2012-01-08 00:01:00,v_a5148
34,c_fa59c,2.0,e_1c0f4,2012-01-08 00:04:00,v_dea2f
35,c_fa59c,2.0,e_1c0f4,2012-01-08 00:04:00,v_e6957
36,c_8b247,2.0,e_1c0f4,2012-01-08 00:01:00,v_904d5
37,c_8b247,2.0,e_1c0f4,2012-01-08 00:05:00,v_904d5
38,c_8b247,2.0,e_1c0f4,2012-01-08 00:05:00,v_a5148
39,c_8b247,2.0,e_1c0f4,2012-01-08 00:03:00,v_a5148
40,c_8b247,2.0,e_1c0f4,2012-01-08 00:02:00,v_e6957
41,,,e_f75b6,2012-01-15 00:00:00,
42,c_31957,0.0,e_f75b6,2012-01-15 00:00:00,
43,c_3bd85,0.0,e_f75b6,2012-01-15 00:00:00,
44,c_28189,0.0,e_f75b6,2012-01-15 00:00:00,
45,c_7c5d3,0.0,e_f75b6,2012-01-15 00:00:00,
46,c_25be0,0.0,e_f75b6,2012-01-15 00:00:00,
47,c_dd5ee,2.0,e_f75b6,2012-01-15 00:03:00,v_b3bef
48,c_dd5ee,2.0,e_f75b6,2012-01-15 00:07:00,v_b3a06
49,c_dd5ee,2.0,e_f75b6,2012-01-15 00:06:00,v_7975f
50,c_dd5ee,2.0,e_f75b6,2012-01-15 00:07:00,v_75e23
51,c_dd5ee,2.0,e_f75b6,2012-01-15 00:04:00,v_75e23
52,c_dd5ee,2.0,e_f75b6,2012-01-15 00:00:00,v_b3a06
53,c_24984,2.0,e_f75b6,2012-01-15 00:02:00,v_b3bef
54,c_24984,2.0,e_f75b6,2012-01-15 00:06:00,v_75e23
55,c_24984,2.0,e_f75b6,2012-01-15 00:03:00,v_b3bef
56,c_24984,2.0,e_f75b6,2012-01-15 00:00:00,v_7975f
57,c_24984,2.0,e_f75b6,2012-01-15 00:05:00,v_b3a06
58,c_24984,2.0,e_f75b6,2012-01-15 00:00:00,v_75e23
59,c_c6551,2.0,e_f75b6,2012-01-15 00:03:00,v_75e23
60,c_c6551,2.0,e_f75b6,2012-01-15 00:04:00,v_d280a
61,c_c6551,2.0,e_f75b6,2012-01-15 00:03:00,v_b3bef
62,c_c6551,2.0,e_f75b6,2012-01-15 00:06:00,v_d280a
63,c_c6551,2.0,e_f75b6,2012-01-15 00:08:00,v_d280a
64,c_c6551,2.0,e_f75b6,2012-01-15 00:04:00,v_75e23
65,c_c6551,2.0,e_f75b6,2012-01-15 00:01:00,v_b3a06
66,c_fa59c,2.0,e_f75b6,2012-01-15 00:02:00,v_b3bef
67,c_fa59c,2.0,e_f75b6,2012-01-15 00:04:00,v_d280a
68,c_fa59c,2.0,e_f75b6,2012-01-15 00:01:00,v_b3bef
69,c_fa59c,2.0,e_f75b6,2012-01-15 00:05:00,v_75e23
70,c_fa59c,2.0,e_f75b6,2012-01-15 00:03:00,v_b3a06
71,c_8b247,2.0,e_f75b6,2012-01-15 00:02:00,v_d280a
72,c_8b247,2.0,e_f75b6,2012-01-15 00:01:00,v_7975f
73,c_8b247,2.0,e_f75b6,2012-01-15 00:04:00,v_b3bef
74,c_8b247,2.0,e_f75b6,2012-01-15 00:02:00,v_75e23
75,c_31957,2.0,e_f75b6,2012-01-15 00:01:00,v_7975f
76,c_31957,2.0,e_f75b6,2012-01-15 00:00:00,v_7975f
77,c_31957,2.0,e_f75b6,2012-01-15 00:03:00,v_b3bef
78,c_31957,2.0,e_f75b6,2012-01-15 00:02:00,v_b3a06
79,c_31957,2.0,e_f75b6,2012-01-15 00:04:00,v_7975f
80,c_31957,2.0,e_f75b6,2012-01-15 00:05:00,v_75e23
81,c_31957,2.0,e_f75b6,2012-01-15 00:01:00,v_75e23
82,c_31957,2.0,e_f75b6,2012-01-15 00:00:00,v_d280a
83,c_31957,2.0,e_f75b6,2012-01-15 00:05:00,v_7975f
84,c_3bd85,2.0,e_f75b6,2012-01-15 00:02:00,v_75e23
85,c_3bd85,2.0,e_f75b6,2012-01-15 00:00:00,v_7975f
86,c_3bd85,2.0,e_f75b6,2012-01-15 00:04:00,v_75e23
87,c_3bd85,2.0,e_f75b6,2012-01-15 00:02:00,v_75e23
88,c_3bd85,2.0,e_f75b6,2012-01-15 00:03:00,v_75e23
89,c_3bd85,2.0,e_f75b6,2012-01-15 00:05:00,v_b3a06
90,c_3bd85,2.0,e_f75b6,2012-01-15 00:02:00,v_75e23
91,c_3bd85,2.0,e_f75b6,2012-01-15 00:04:00,v_b3bef
92,c_28189,2.0,e_f75b6,2012-01-15 00:01:00,v_7975f
93,c_28189,2.0,e_f75b6,2012-01-15 00:06:00,v_b3bef
94,c_28189,2.0,e_f75b6,2012-01-15 00:01:00,v_75e23
95,c_28189,2.0,e_f75b6,2012-01-15 00:05:00,v_b3a06
96,c_28189,2.0,e_f75b6,2012-01-15 00:04:00,v_75e23
97,c_28189,2.0,e_f75b6,2012-01-15 00:08:00,v_75e23
98,c_28189,2.0,e_f75b6,2012-01-15 00:03:00,v_b3bef
99,c_7c5d3,2.0,e_f75b6,2012-01-15 00:03:00,v_75e23
100,c_7c5d3,2.0,e_f75b6,2012-01-15 00:03:00,v_75e23
101,c_7c5d3,2.0,e_f75b6,2012-01-15 00:03:00,v_75e23
102,c_7c5d3,2.0,e_f75b6,2012-01-15 00:05:00,v_b3bef
103,c_7c5d3,2.0,e_f75b6,2012-01-15 00:01:00,v_7975f
104,c_7c5d3,2.0,e_f75b6,2012-01-15 00:05:00,v_75e23
105,c_7c5d3,2.0,e_f75b6,2012-01-15 00:00:00,v_7975f
106,c_7c5d3,2.0,e_f75b6,2012-01-15 00:04:00,v_b3a06
107,c_25be0,2.0,e_f75b6,2012-01-15 00:05:00,v_b3bef
108,c_25be0,2.0,e_f75b6,2012-01-15 00:03:00,v_d280a
109,c_25be0,2.0,e_f75b6,2012-01-15 00:07:00,v_75e23
110,c_25be0,2.0,e_f75b6,2012-01-15 00:08:00,v_7975f
111,c_25be0,2.0,e_f75b6,2012-01-15 00:00:00,v_7975f
112,c_25be0,2.0,e_f75b6,2012-01-15 00:03:00,v_75e23
113,,,e_213c8,2012-01-22 00:00:00,
114,c_8b457,0.0,e_213c8,2012-01-22 00:00:00,
115,c_b60fe,0.0,e_213c8,2012-01-22 00:00:00,
116,c_9e9d4,0.0,e_213c8,2012-01-22 00:00:00,
117,c_73c54,0.0,e_213c8,2012-01-22 00:00:00,
118,c_dd5ee,2.0,e_213c8,2012-01-22 00:07:00,v_33894
119,c_dd5ee,2.0,e_213c8,2012-01-22 00:01:00,v_33894
120,c_dd5ee,2.0,e_213c8,2012-01-22 00:02:00,v_33894
121,c_dd5ee,2.0,e_213c8,2012-01-22 00:02:00,v_c13b1
122,c_24984,2.0,e_213c8,2012-01-22 00:03:00,v_09d6d
123,c_24984,2.0,e_213c8,2012-01-22 00:05:00,v_33894
124,c_24984,2.0,e_213c8,2012-01-22 00:07:00,v_09d6d
125,c_24984,2.0,e_213c8,2012-01-22 00:04:00,v_33894
126,c_24984,2.0,e_213c8,2012-01-22 00:06:00,v_09d6d
127,c_c6551,2.0,e_213c8,2012-01-22 00:02:00,v_c13b1
128,c_c6551,2.0,e_213c8,2012-01-22 00:01:00,v_c13b1
129,c_c6551,2.0,e_213c8,2012-01-22 00:01:00,v_c13b1
130,c_c6551,2.0,e_213c8,2012-01-22 00:02:00,v_09d6d
131,c_fa59c,2.0,e_213c8,2012-01-22 00:01:00,v_3ec6d
132,c_fa59c,2.0,e_213c8,2012-01-22 00:00:00,v_3ec6d
133,c_fa59c,2.0,e_213c8,2012-01-22 00:01:00,v_c13b1
134,c_fa59c,2.0,e_213c8,2012-01-22 00:01:00,v_09d6d
135,c_fa59c,2.0,e_213c8,2012-01-22 00:02:00,v_3ec6d
