,contactID,actionID,emailID,timestamp,linkID
0,,,e_34b57,2012-01-08 00:00:00,
1,c_d69ff,0.0,e_34b57,2012-01-08 00:00:00,
2,c_08f85,0.0,e_34b57,2012-01-08 00:00:00,
3,c_0f857,0.0,e_34b57,2012-01-08 00:00:00,
4,c_2bf87,0.0,e_34b57,2012-01-08 00:00:00,
5,c_d69ff,2.0,e_34b57,2012-01-08 00:07:00,v_42891
6,c_d69ff,2.0,e_34b57,2012-01-08 00:01:00,v_b6d6c
7,c_d69ff,2.0,e_34b57,2012-01-08 00:02:00,v_42891
8,c_d69ff,2.0,e_34b57,2012-01-08 00:01:00,v_b6d6c
9,c_d69ff,2.0,e_34b57,2012-01-08 00:02:00,v_4afe8
10,c_d69ff,2.0,e_34b57,2012-01-08 00:02:00,v_4afe8
11,c_d69ff,2.0,e_34b57,2012-01-08 00:05:00,v_42891
12,c_d69ff,2.0,e_34b57,2012-01-08 00:04:00,v_73b90
13,c_d69ff,2.0,e_34b57,2012-01-08 00:05:00,v_42891
14,c_08f85,2.0,e_34b57,2012-01-08 00:04:00,v_4afe8
15,c_08f85,2.0,e_34b57,2012-01-08 00:03:00,v_b6d6c
16,c_08f85,2.0,e_34b57,2012-01-08 00:03:00,v_5c375
17,c_08f85,2.0,e_34b57,2012-01-08 00:01:00,v_73b90
18,c_08f85,2.0,e_34b57,2012-01-08 00:06:00,v_42891
19,c_08f85,2.0,e_34b57,2012-01-08 00:04:00,v_4afe8
20,c_0f857,2.0,e_34b57,2012-01-08 00:05:00,v_42891
21,c_0f857,2.0,e_34b57,2012-01-08 00:04:00,v_5c375
22,c_0f857,2.0,e_34b57,2012-01-08 00:01:00,v_42891
23,c_0f857,2.0,e_34b57,2012-01-08 00:02:00,v_b6d6c
24,c_0f857,2.0,e_34b57,2012-01-08 00:01:00,v_42891
25,c_0f857,2.0,e_34b57,2012-01-08 00:03:00,v_b6d6c
26,c_2bf87,2.0,e_34b57,2012-01-08 00:04:00,v_42891
27,c_2bf87,2.0,e_34b57,2012-01-08 00:01:00,v_73b90
28,c_2bf87,2.0,e_34b57,2012-01-08 00:04:00,v_4afe8
29,c_2bf87,2.0,e_34b57,2012-01-08 00:02:00,v_b6d6c
30,c_2bf87,2.0,e_34b57,2012-01-08 00:07:00,v_5c375
31,c_2bf87,2.0,e_34b57,2012-01-08 00:05:00,v_5c375
32,c_2bf87,2.0,e_34b57,2012-01-08 00:04:00,v_b6d6c
33,c_2bf87,2.0,e_34b57,2012-01-08 00:03:00,v_5c375
34,,,e_12d6e,2012-01-15 00:00:00,
35,c_86a4e,0.0,e_12d6e,2012-01-15 00:00:00,
36,c_1cfe6,0.0,e_12d6e,2012-01-15 00:00:00,
37,c_95f3c,0.0,e_12d6e,2012-01-15 00:00:00,
38,c_eab62,0.0,e_12d6e,2012-01-15 00:00:00,
39,c_168e2,0.0,e_12d6e,2012-01-15 00:00:00,
40,c_d69ff,2.0,e_12d6e,2012-01-15 00:01:00,v_fc6f7
