,contactID,actionID,emailID,timestamp,linkID
0,,,e_5e611,2012-01-08 00:00:00,
1,c_2c5af,0.0,e_5e611,2012-01-08 00:00:00,
2,c_cfc4e,0.0,e_5e611,2012-01-08 00:00:00,
3,c_2c5af,2.0,e_5e611,2012-01-08 00:05:00,v_5fff7
4,c_2c5af,2.0,e_5e611,2012-01-08 00:02:00,v_07458
5,c_2c5af,2.0,e_5e611,2012-01-08 00:05:00,v_687a5
6,c_2c5af,2.0,e_5e611,2012-01-08 00:07:00,v_ba2fb
7,c_2c5af,2.0,e_5e611,2012-01-08 00:04:00,v_5fff7
8,c_2c5af,2.0,e_5e611,2012-01-08 00:02:00,v_bce9c
9,c_cfc4e,2.0,e_5e611,2012-01-08 00:02:00,v_07458
10,c_cfc4e,2.0,e_5e611,2012-01-08 00:05:00,v_ba2fb
11,c_cfc4e,2.0,e_5e611,2012-01-08 00:02:00,v_5fff7
12,c_cfc4e,2.0,e_5e611,2012-01-08 00:02:00,v_bce9c
13,c_cfc4e,2.0,e_5e611,2012-01-08 00:02:00,v_bce9c
14,,,e_dbc3a,2012-01-15 00:00:00,
15,c_66b12,0.0,e_dbc3a,2012-01-15 00:00:00,
16,c_c9ee3,0.0,e_dbc3a,2012-01-15 00:00:00,
17,c_2c5af,2.0,e_dbc3a,2012-01-15 00:01:00,v_5b96a
18,c_2c5af,2.0,e_dbc3a,2012-01-15 00:02:00,v_6e13b
19,c_2c5af,2.0,e_dbc3a,2012-01-15 00:03:00,v_6e13b
20,c_2c5af,2.0,e_dbc3a,2012-01-15 00:03:00,v_2fd7e
21,c_2c5af,2.0,e_dbc3a,2012-01-15 00:06:00,v_62741
22,c_cfc4e,2.0,e_dbc3a,2012-01-15 00:03:00,v_62741
23,c_cfc4e,2.0,e_dbc3a,2012-01-15 00:05:00,v_9db05
24,c_cfc4e,2.0,e_dbc3a,2012-01-15 00:04:00,v_2fd7e
25,c_cfc4e,2.0,e_dbc3a,2012-01-15 00:02:00,v_5b96a
26,c_cfc4e,2.0,e_dbc3a,2012-01-15 00:02:00,v_9db05
27,c_66b12,2.0,e_dbc3a,2012-01-15 00:03:00,v_6e13b
28,c_66b12,2.0,e_dbc3a,2012-01-15 00:05:00,v_9db05
29,c_66b12,2.0,e_dbc3a,2012-01-15 00:07:00,v_6e13b
30,c_66b12,2.0,e_dbc3a,2012-01-15 00:02:00,v_2fd7e
31,c_66b12,2.0,e_dbc3a,2012-01-15 00:04:00,v_6e13b
32,c_c9ee3,2.0,e_dbc3a,2012-01-15 00:04:00,v_2fd7e
33,c_c9ee3,2.0,e_dbc3a,2012-01-15 00:04:00,v_9db05
34,c_c9ee3,2.0,e_dbc3a,2012-01-15 00:05:00,v_6e13b
35,c_c9ee3,2.0,e_dbc3a,2012-01-15 00:01:00,v_2fd7e
36,c_c9ee3,2.0,e_dbc3a,2012-01-15 00:00:00,v_5b96a
37,c_c9ee3,2.0,e_dbc3a,2012-01-15 00:04:00,v_2fd7e
38,c_c9ee3,2.0,e_dbc3a,2012-01-15 00:02:00,v_5b96a
39,,,e_47256,2012-01-22 00:00:00,
40,c_ab4c9,0.0,e_47256,2012-01-22 00:00:00,
41,c_f52b3,0.0,e_47256,2012-01-22 00:00:00,
42,c_8baa5,0.0,e_47256,2012-01-22 00:00:00,
43,c_22eb0,0.0,e_47256,2012-01-22 00:00:00,
44,c_e0acf,0.0,e_47256,2012-01-22 00:00:00,
45,c_2c5af,2.0,e_47256,2012-01-22 00:01:00,v_12907
46,c_2c5af,2.0,e_47256,2012-01-22 00:03:00,v_71cec
47,c_2c5af,2.0,e_47256,2012-01-22 00:07:00,v_a2ae6
48,c_cfc4e,2.0,e_47256,2012-01-22 00:04:00,v_12907
49,c_cfc4e,2.0,e_47256,2012-01-22 00:02:00,v_12907
50,c_cfc4e,2.0,e_47256,2012-01-22 00:01:00,v_d1bbe
51,c_66b12,2.0,e_47256,2012-01-22 00:04:00,v_188a8
52,c_66b12,2.0,e_47256,2012-01-22 00:02:00,v_a2ae6
53,c_66b12,2.0,e_47256,2012-01-22 00:07:00,v_71cec
54,c_66b12,2.0,e_47256,2012-01-22 00:04:00,v_188a8
55,c_66b12,2.0,e_47256,2012-01-22 00:03:00,v_d1bbe
56,c_66b12,2.0,e_47256,2012-01-22 00:01:00,v_188a8
57,c_66b12,2.0,e_47256,2012-01-22 00:05:00,v_d1bbe
58,c_c9ee3,2.0,e_47256,2012-01-22 00:03:00,v_12907
59,c_c9ee3,2.0,e_47256,2012-01-22 00:02:00,v_12907
60,c_c9ee3,2.0,e_47256,2012-01-22 00:03:00,v_12907
61,c_c9ee3,2.0,e_47256,2012-01-22 00:06:00,v_d1bbe
62,c_c9ee3,2.0,e_47256,2012-01-22 00:01:00,v_a2ae6
63,c_c9ee3,2.0,e_47256,2012-01-22 00:03:00,v_a2ae6
64,c_c9ee3,2.0,e_47256,2012-01-22 00:03:00,v_71cec
65,c_ab4c9,2.0,e_47256,2012-01-22 00:04:00,v_12907
66,c_ab4c9,2.0,e_47256,2012-01-22 00:05:00,v_a2ae6
67,c_ab4c9,2.0,e_47256,2012-01-22 00:05:00,v_71cec
68,c_ab4c9,2.0,e_47256,2012-01-22 00:02:00,v_d1bbe
69,c_ab4c9,2.0,e_47256,2012-01-22 00:01:00,v_d1bbe
70,c_ab4c9,2.0,e_47256,2012-01-22 00:05:00,v_a2ae6
71,c_ab4c9,2.0,e_47256,2012-01-22 00:03:00,v_188a8
72,c_f52b3,2.0,e_47256,2012-01-22 00:03:00,v_188a8
73,c_f52b3,2.0,e_47256,2012-01-22 00:04:00,v_71cec
74,c_f52b3,2.0,e_47256,2012-01-22 00:04:00,v_d1bbe
75,c_f52b3,2.0,e_47256,2012-01-22 00:03:00,v_71cec
76,c_f52b3,2.0,e_47256,2012-01-22 00:02:00,v_188a8
77,c_8baa5,2.0,e_47256,2012-01-22 00:04:00,v_a2ae6
78,c_8baa5,2.0,e_47256,2012-01-22 00:05:00,v_d1bbe
79,c_8baa5,2.0,e_47256,2012-01-22 00:04:00,v_d1bbe
80,c_8baa5,2.0,e_47256,2012-01-22 00:02:00,v_71cec
81,c_8baa5,2.0,e_47256,2012-01-22 00:08:00,v_a2ae6
82,c_8baa5,2.0,e_47256,2012-01-22 00:04:00,v_12907
83,c_8baa5,2.0,e_47256,2012-01-22 00:09:00,v_188a8
84,c_8baa5,2.0,e_47256,2012-01-22 00:03:00,v_12907
85,c_8baa5,2.0,e_47256,2012-01-22 00:01:00,v_71cec
86,c_22eb0,2.0,e_47256,2012-01-22 00:02:00,v_d1bbe
87,c_22eb0,2.0,e_47256,2012-01-22 00:04:00,v_a2ae6
88,c_22eb0,2.0,e_47256,2012-01-22 00:03:00,v_188a8
89,c_22eb0,2.0,e_47256,2012-01-22 00:03:00,v_d1bbe
90,c_22eb0,2.0,e_47256,2012-01-22 00:03:00,v_a2ae6
91,c_e0acf,2.0,e_47256,2012-01-22 00:02:00,v_d1bbe
92,c_e0acf,2.0,e_47256,2012-01-22 00:05:00,v_71cec
93,c_e0acf,2.0,e_47256,2012-01-22 00:03:00,v_a2ae6
94,c_e0acf,2.0,e_47256,2012-01-22 00:05:00,v_a2ae6
95,c_e0acf,2.0,e_47256,2012-01-22 00:03:00,v_d1bbe
96,c_e0acf,2.0,e_47256,2012-01-22 00:02:00,v_a2ae6
97,c_e0acf,2.0,e_47256,2012-01-22 00:04:00,v_12907
98,c_e0acf,2.0,e_47256,2012-01-22 00:04:00,v_188a8
99,c_e0acf,2.0,e_47256,2012-01-22 00:02:00,v_a2ae6
100,,,e_b7844,2012-01-29 00:00:00,
101,c_88bce,0.0,e_b7844,2012-01-29 00:00:00,
102,c_a960f,0.0,e_b7844,2012-01-29 00:00:00,
103,c_3d465,0.0,e_b7844,2012-01-29 00:00:00,
104,c_d41d5,0.0,e_b7844,2012-01-29 00:00:00,
105,c_93e22,0.0,e_b7844,2012-01-29 00:00:00,
106,c_2c5af,2.0,e_b7844,2012-01-29 00:02:00,v_177d7
107,c_2c5af,2.0,e_b7844,2012-01-29 00:04:00,v_4d65a
108,c_2c5af,2.0,e_b7844,2012-01-29 00:02:00,v_177d7
109,c_cfc4e,2.0,e_b7844,2012-01-29 00:01:00,v_c0c1b
110,c_cfc4e,2.0,e_b7844,2012-01-29 00:02:00,v_177d7
111,c_cfc4e,2.0,e_b7844,2012-01-29 00:06:00,v_a2c02
112,c_cfc4e,2.0,e_b7844,2012-01-29 00:01:00,v_a2c02
113,c_cfc4e,2.0,e_b7844,2012-01-29 00:04:00,v_a2c02
114,c_66b12,2.0,e_b7844,2012-01-29 00:01:00,v_4d65a
115,c_66b12,2.0,e_b7844,2012-01-29 00:04:00,v_e441c
116,c_66b12,2.0,e_b7844,2012-01-29 00:02:00,v_4d65a
117,c_66b12,2.0,e_b7844,2012-01-29 00:02:00,v_c0c1b
118,c_66b12,2.0,e_b7844,2012-01-29 00:03:00,v_c0c1b
119,c_66b12,2.0,e_b7844,2012-01-29 00:05:00,v_4d65a
120,c_c9ee3,2.0,e_b7844,2012-01-29 00:03:00,v_4d65a
121,c_c9ee3,2.0,e_b7844,2012-01-29 00:03:00,v_e441c
122,c_c9ee3,2.0,e_b7844,2012-01-29 00:00:00,v_c0c1b
123,c_c9ee3,2.0,e_b7844,2012-01-29 00:06:00,v_c0c1b
124,c_ab4c9,2.0,e_b7844,2012-01-29 00:03:00,v_4d65a
125,c_ab4c9,2.0,e_b7844,2012-01-29 00:03:00,v_a2c02
126,c_ab4c9,2.0,e_b7844,2012-01-29 00:02:00,v_a2c02
127,c_ab4c9,2.0,e_b7844,2012-01-29 00:04:00,v_177d7
128,c_f52b3,2.0,e_b7844,2012-01-29 00:02:00,v_e441c
129,c_f52b3,2.0,e_b7844,2012-01-29 00:06:00,v_177d7
130,c_f52b3,2.0,e_b7844,2012-01-29 00:05:00,v_e441c
131,c_f52b3,2.0,e_b7844,2012-01-29 00:01:00,v_c0c1b
132,c_f52b3,2.0,e_b7844,2012-01-29 00:04:00,v_177d7
133,c_8baa5,2.0,e_b7844,2012-01-29 00:04:00,v_a2c02
134,c_8baa5,2.0,e_b7844,2012-01-29 00:04:00,v_177d7
135,c_8baa5,2.0,e_b7844,2012-01-29 00:03:00,v_e441c
136,c_8baa5,2.0,e_b7844,2012-01-29 00:01:00,v_a2c02
137,c_8baa5,2.0,e_b7844,2012-01-29 00:03:00,v_c0c1b
138,c_8baa5,2.0,e_b7844,2012-01-29 00:01:00,v_177d7
